PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabinletter
536,1,2,female,7.0,0,2,26.25,S,Missing
537,0,1,male,45.0,0,0,26.55,S,B
538,1,1,female,30.0,0,0,106.425,C,Missing
539,0,3,male,51.0,0,0,14.5,S,Missing
540,1,1,female,22.0,0,2,49.5,C,B
541,1,1,female,36.0,0,2,71.0,S,B
542,0,3,female,9.0,4,2,31.275,S,Missing
543,0,3,female,11.0,4,2,31.275,S,Missing
544,1,2,male,32.0,1,0,26.0,S,Missing
545,0,1,male,50.0,1,0,106.425,C,C
546,0,1,male,64.0,0,0,26.0,S,Missing
547,1,2,female,19.0,1,0,26.0,S,Missing
548,1,2,male,51.0,0,0,13.8625,C,Missing
549,0,3,male,33.0,1,1,20.525,S,Missing
550,1,2,male,8.0,1,1,36.75,S,Missing
551,1,1,male,17.0,0,2,110.8833,C,C
552,0,2,male,27.0,0,0,26.0,S,Missing
553,0,3,male,51.0,0,0,7.8292,Q,Missing
554,1,3,male,22.0,0,0,7.225,C,Missing
555,1,3,female,22.0,0,0,7.775,S,Missing
556,0,1,male,62.0,0,0,26.55,S,Missing
557,1,1,female,48.0,1,0,39.6,C,A
558,0,1,male,51.0,0,0,227.525,C,Missing
559,1,1,female,39.0,1,1,79.65,S,E
560,1,3,female,36.0,1,0,17.4,S,Missing
561,0,3,male,51.0,0,0,7.75,Q,Missing
562,0,3,male,40.0,0,0,7.8958,S,Missing
563,0,2,male,28.0,0,0,13.5,S,Missing
564,0,3,male,51.0,0,0,8.05,S,Missing
565,0,3,female,51.0,0,0,8.05,S,Missing
566,0,3,male,24.0,2,0,24.15,S,Missing
567,0,3,male,19.0,0,0,7.8958,S,Missing
568,0,3,female,29.0,0,4,21.075,S,Missing
569,0,3,male,51.0,0,0,7.2292,C,Missing
570,1,3,male,32.0,0,0,7.8542,S,Missing
571,1,2,male,62.0,0,0,10.5,S,Missing
572,1,1,female,53.0,2,0,51.4792,S,C
573,1,1,male,36.0,0,0,26.3875,S,E
574,1,3,female,51.0,0,0,7.75,Q,Missing
575,0,3,male,16.0,0,0,8.05,S,Missing
576,0,3,male,19.0,0,0,14.5,S,Missing
577,1,2,female,34.0,0,0,13.0,S,Missing
578,1,1,female,39.0,1,0,55.9,S,E
579,0,3,female,51.0,1,0,14.4583,C,Missing
580,1,3,male,32.0,0,0,7.925,S,Missing
581,1,2,female,25.0,1,1,30.0,S,Missing
582,1,1,female,39.0,1,1,110.8833,C,C
583,0,2,male,54.0,0,0,26.0,S,Missing
584,0,1,male,36.0,0,0,40.125,C,A
585,0,3,male,51.0,0,0,8.7125,C,Missing
586,1,1,female,18.0,0,2,79.65,S,E
587,0,2,male,47.0,0,0,15.0,S,Missing
588,1,1,male,60.0,1,1,79.2,C,B
589,0,3,male,22.0,0,0,8.05,S,Missing
590,0,3,male,51.0,0,0,8.05,S,Missing
591,0,3,male,35.0,0,0,7.125,S,Missing
592,1,1,female,52.0,1,0,78.2667,C,D
593,0,3,male,47.0,0,0,7.25,S,Missing
594,0,3,female,51.0,0,2,7.75,Q,Missing
595,0,2,male,37.0,1,0,26.0,S,Missing
596,0,3,male,36.0,1,1,24.15,S,Missing
597,1,2,female,51.0,0,0,33.0,S,Missing
598,0,3,male,49.0,0,0,0.0,S,Missing
599,0,3,male,51.0,0,0,7.225,C,Missing
600,1,1,male,49.0,1,0,56.9292,C,A
601,1,2,female,24.0,2,1,27.0,S,Missing
602,0,3,male,51.0,0,0,7.8958,S,Missing
603,0,1,male,51.0,0,0,42.4,S,Missing
604,0,3,male,44.0,0,0,8.05,S,Missing
605,1,1,male,35.0,0,0,26.55,C,Missing
606,0,3,male,36.0,1,0,15.55,S,Missing
607,0,3,male,30.0,0,0,7.8958,S,Missing
608,1,1,male,27.0,0,0,30.5,S,Missing
609,1,2,female,22.0,1,2,41.5792,C,Missing
610,1,1,female,40.0,0,0,153.4625,S,C
611,0,3,female,39.0,1,5,31.275,S,Missing
612,0,3,male,51.0,0,0,7.05,S,Missing
613,1,3,female,51.0,1,0,15.5,Q,Missing
614,0,3,male,51.0,0,0,7.75,Q,Missing
615,0,3,male,35.0,0,0,8.05,S,Missing
616,1,2,female,24.0,1,2,65.0,S,Missing
617,0,3,male,34.0,1,1,14.4,S,Missing
618,0,3,female,26.0,1,0,16.1,S,Missing
619,1,2,female,4.0,2,1,39.0,S,F
620,0,2,male,26.0,0,0,10.5,S,Missing
621,0,3,male,27.0,1,0,14.4542,C,Missing
622,1,1,male,42.0,1,0,52.5542,S,D
623,1,3,male,20.0,1,1,15.7417,C,Missing
624,0,3,male,21.0,0,0,7.8542,S,Missing
625,0,3,male,21.0,0,0,16.1,S,Missing
626,0,1,male,61.0,0,0,32.3208,S,D
627,0,2,male,57.0,0,0,12.35,Q,Missing
628,1,1,female,21.0,0,0,77.9583,S,D
629,0,3,male,26.0,0,0,7.8958,S,Missing
630,0,3,male,51.0,0,0,7.7333,Q,Missing
631,1,1,male,80.0,0,0,30.0,S,A
632,0,3,male,51.0,0,0,7.0542,S,Missing
633,1,1,male,32.0,0,0,30.5,C,B
634,0,1,male,51.0,0,0,0.0,S,Missing
635,0,3,female,9.0,3,2,27.9,S,Missing
636,1,2,female,28.0,0,0,13.0,S,Missing
637,0,3,male,32.0,0,0,7.925,S,Missing
638,0,2,male,31.0,1,1,26.25,S,Missing
639,0,3,female,41.0,0,5,39.6875,S,Missing
640,0,3,male,51.0,1,0,16.1,S,Missing
641,0,3,male,20.0,0,0,7.8542,S,Missing
642,1,1,female,24.0,0,0,69.3,C,B
643,0,3,female,2.0,3,2,27.9,S,Missing
644,1,3,male,51.0,0,0,56.4958,S,Missing
645,1,3,female,0.75,2,1,19.2583,C,Missing
646,1,1,male,48.0,1,0,76.7292,C,D
647,0,3,male,19.0,0,0,7.8958,S,Missing
648,1,1,male,56.0,0,0,35.5,C,A
649,0,3,male,51.0,0,0,7.55,S,Missing
650,1,3,female,23.0,0,0,7.55,S,Missing
651,0,3,male,51.0,0,0,7.8958,S,Missing
652,1,2,female,18.0,0,1,23.0,S,Missing
653,0,3,male,21.0,0,0,8.4333,S,Missing
654,1,3,female,51.0,0,0,7.8292,Q,Missing
655,0,3,female,18.0,0,0,6.75,Q,Missing
656,0,2,male,24.0,2,0,73.5,S,Missing
657,0,3,male,51.0,0,0,7.8958,S,Missing
658,0,3,female,32.0,1,1,15.5,Q,Missing
659,0,2,male,23.0,0,0,13.0,S,Missing
660,0,1,male,58.0,0,2,113.275,C,D
661,1,1,male,50.0,2,0,133.65,S,Missing
662,0,3,male,40.0,0,0,7.225,C,Missing
663,0,1,male,47.0,0,0,25.5875,S,E
664,0,3,male,36.0,0,0,7.4958,S,Missing
665,1,3,male,20.0,1,0,7.925,S,Missing
666,0,2,male,32.0,2,0,73.5,S,Missing
667,0,2,male,25.0,0,0,13.0,S,Missing
668,0,3,male,51.0,0,0,7.775,S,Missing
669,0,3,male,43.0,0,0,8.05,S,Missing
670,1,1,female,51.0,1,0,52.0,S,C
671,1,2,female,40.0,1,1,39.0,S,Missing
672,0,1,male,31.0,1,0,52.0,S,B
673,0,2,male,70.0,0,0,10.5,S,Missing
674,1,2,male,31.0,0,0,13.0,S,Missing
675,0,2,male,51.0,0,0,0.0,S,Missing
676,0,3,male,18.0,0,0,7.775,S,Missing
677,0,3,male,24.5,0,0,8.05,S,Missing
678,1,3,female,18.0,0,0,9.8417,S,Missing
679,0,3,female,43.0,1,6,46.9,S,Missing
680,1,1,male,36.0,0,1,512.3292,C,B
681,0,3,female,51.0,0,0,8.1375,Q,Missing
682,1,1,male,27.0,0,0,76.7292,C,D
683,0,3,male,20.0,0,0,9.225,S,Missing
684,0,3,male,14.0,5,2,46.9,S,Missing
685,0,2,male,60.0,1,1,39.0,S,Missing
686,0,2,male,25.0,1,2,41.5792,C,Missing
687,0,3,male,14.0,4,1,39.6875,S,Missing
688,0,3,male,19.0,0,0,10.1708,S,Missing
689,0,3,male,18.0,0,0,7.7958,S,Missing
690,1,1,female,15.0,0,1,211.3375,S,B
691,1,1,male,31.0,1,0,57.0,S,B
692,1,3,female,4.0,0,1,13.4167,C,Missing
693,1,3,male,51.0,0,0,56.4958,S,Missing
694,0,3,male,25.0,0,0,7.225,C,Missing
695,0,1,male,60.0,0,0,26.55,S,Missing
696,0,2,male,52.0,0,0,13.5,S,Missing
697,0,3,male,44.0,0,0,8.05,S,Missing
698,1,3,female,51.0,0,0,7.7333,Q,Missing
699,0,1,male,49.0,1,1,110.8833,C,C
700,0,3,male,42.0,0,0,7.65,S,F
701,1,1,female,18.0,1,0,227.525,C,C
702,1,1,male,35.0,0,0,26.2875,S,E
703,0,3,female,18.0,0,1,14.4542,C,Missing
704,0,3,male,25.0,0,0,7.7417,Q,Missing
705,0,3,male,26.0,1,0,7.8542,S,Missing
706,0,2,male,39.0,0,0,26.0,S,Missing
707,1,2,female,45.0,0,0,13.5,S,Missing
708,1,1,male,42.0,0,0,26.2875,S,E
709,1,1,female,22.0,0,0,151.55,S,Missing
710,1,3,male,51.0,1,1,15.2458,C,Missing
711,1,1,female,24.0,0,0,49.5042,C,C
712,0,1,male,51.0,0,0,26.55,S,C
713,1,1,male,48.0,1,0,52.0,S,C
714,0,3,male,29.0,0,0,9.4833,S,Missing
715,0,2,male,52.0,0,0,13.0,S,Missing
716,0,3,male,19.0,0,0,7.65,S,F
717,1,1,female,38.0,0,0,227.525,C,C
718,1,2,female,27.0,0,0,10.5,S,E
719,0,3,male,51.0,0,0,15.5,Q,Missing
720,0,3,male,33.0,0,0,7.775,S,Missing
721,1,2,female,6.0,0,1,33.0,S,Missing
722,0,3,male,17.0,1,0,7.0542,S,Missing
723,0,2,male,34.0,0,0,13.0,S,Missing
724,0,2,male,50.0,0,0,13.0,S,Missing
725,1,1,male,27.0,1,0,53.1,S,E
726,0,3,male,20.0,0,0,8.6625,S,Missing
727,1,2,female,30.0,3,0,21.0,S,Missing
728,1,3,female,51.0,0,0,7.7375,Q,Missing
729,0,2,male,25.0,1,0,26.0,S,Missing
730,0,3,female,25.0,1,0,7.925,S,Missing
731,1,1,female,29.0,0,0,211.3375,S,B
732,0,3,male,11.0,0,0,18.7875,C,Missing
733,0,2,male,51.0,0,0,0.0,S,Missing
734,0,2,male,23.0,0,0,13.0,S,Missing
735,0,2,male,23.0,0,0,13.0,S,Missing
736,0,3,male,28.5,0,0,16.1,S,Missing
737,0,3,female,48.0,1,3,34.375,S,Missing
738,1,1,male,35.0,0,0,512.3292,C,B
739,0,3,male,51.0,0,0,7.8958,S,Missing
740,0,3,male,51.0,0,0,7.8958,S,Missing
741,1,1,male,51.0,0,0,30.0,S,D
742,0,1,male,36.0,1,0,78.85,S,C
743,1,1,female,21.0,2,2,262.375,C,B
744,0,3,male,24.0,1,0,16.1,S,Missing
745,1,3,male,31.0,0,0,7.925,S,Missing
746,0,1,male,70.0,1,1,71.0,S,B
747,0,3,male,16.0,1,1,20.25,S,Missing
748,1,2,female,30.0,0,0,13.0,S,Missing
749,0,1,male,19.0,1,0,53.1,S,D
750,0,3,male,31.0,0,0,7.75,Q,Missing
751,1,2,female,4.0,1,1,23.0,S,Missing
752,1,3,male,6.0,0,1,12.475,S,E
753,0,3,male,33.0,0,0,9.5,S,Missing
754,0,3,male,23.0,0,0,7.8958,S,Missing
755,1,2,female,48.0,1,2,65.0,S,Missing
756,1,2,male,0.67,1,1,14.5,S,Missing
757,0,3,male,28.0,0,0,7.7958,S,Missing
758,0,2,male,18.0,0,0,11.5,S,Missing
759,0,3,male,34.0,0,0,8.05,S,Missing
760,1,1,female,33.0,0,0,86.5,S,B
761,0,3,male,51.0,0,0,14.5,S,Missing
762,0,3,male,41.0,0,0,7.125,S,Missing
763,1,3,male,20.0,0,0,7.2292,C,Missing
764,1,1,female,36.0,1,2,120.0,S,B
765,0,3,male,16.0,0,0,7.775,S,Missing
766,1,1,female,51.0,1,0,77.9583,S,D
767,0,1,male,51.0,0,0,39.6,C,Missing
768,0,3,female,30.5,0,0,7.75,Q,Missing
769,0,3,male,51.0,1,0,24.15,Q,Missing
770,0,3,male,32.0,0,0,8.3625,S,Missing
771,0,3,male,24.0,0,0,9.5,S,Missing
772,0,3,male,48.0,0,0,7.8542,S,Missing
773,0,2,female,57.0,0,0,10.5,S,E
774,0,3,male,51.0,0,0,7.225,C,Missing
775,1,2,female,54.0,1,3,23.0,S,Missing
776,0,3,male,18.0,0,0,7.75,S,Missing
777,0,3,male,51.0,0,0,7.75,Q,F
778,1,3,female,5.0,0,0,12.475,S,Missing
779,0,3,male,51.0,0,0,7.7375,Q,Missing
780,1,1,female,43.0,0,1,211.3375,S,B
781,1,3,female,13.0,0,0,7.2292,C,Missing
782,1,1,female,17.0,1,0,57.0,S,B
783,0,1,male,29.0,0,0,30.0,S,D
784,0,3,male,51.0,1,2,23.45,S,Missing
785,0,3,male,25.0,0,0,7.05,S,Missing
786,0,3,male,25.0,0,0,7.25,S,Missing
787,1,3,female,18.0,0,0,7.4958,S,Missing
788,0,3,male,8.0,4,1,29.125,Q,Missing
789,1,3,male,1.0,1,2,20.575,S,Missing
790,0,1,male,46.0,0,0,79.2,C,B
791,0,3,male,51.0,0,0,7.75,Q,Missing
792,0,2,male,16.0,0,0,26.0,S,Missing
793,0,3,female,51.0,8,2,69.55,S,Missing
794,0,1,male,51.0,0,0,30.6958,C,Missing
795,0,3,male,25.0,0,0,7.8958,S,Missing
796,0,2,male,39.0,0,0,13.0,S,Missing
797,1,1,female,49.0,0,0,25.9292,S,D
798,1,3,female,31.0,0,0,8.6833,S,Missing
799,0,3,male,30.0,0,0,7.2292,C,Missing
800,0,3,female,30.0,1,1,24.15,S,Missing
801,0,2,male,34.0,0,0,13.0,S,Missing
802,1,2,female,31.0,1,1,26.25,S,Missing
803,1,1,male,11.0,1,2,120.0,S,B
804,1,3,male,0.42,0,1,8.5167,C,Missing
805,1,3,male,27.0,0,0,6.975,S,Missing
806,0,3,male,31.0,0,0,7.775,S,Missing
807,0,1,male,39.0,0,0,0.0,S,A
808,0,3,female,18.0,0,0,7.775,S,Missing
809,0,2,male,39.0,0,0,13.0,S,Missing
810,1,1,female,33.0,1,0,53.1,S,E
811,0,3,male,26.0,0,0,7.8875,S,Missing
812,0,3,male,39.0,0,0,24.15,S,Missing
813,0,2,male,35.0,0,0,10.5,S,Missing
814,0,3,female,6.0,4,2,31.275,S,Missing
815,0,3,male,30.5,0,0,8.05,S,Missing
816,0,1,male,51.0,0,0,0.0,S,B
817,0,3,female,23.0,0,0,7.925,S,Missing
818,0,2,male,31.0,1,1,37.0042,C,Missing
819,0,3,male,43.0,0,0,6.45,S,Missing
820,0,3,male,10.0,3,2,27.9,S,Missing
821,1,1,female,52.0,1,1,93.5,S,B
822,1,3,male,27.0,0,0,8.6625,S,Missing
823,0,1,male,38.0,0,0,0.0,S,Missing
824,1,3,female,27.0,0,1,12.475,S,E
825,0,3,male,2.0,4,1,39.6875,S,Missing
826,0,3,male,51.0,0,0,6.95,Q,Missing
827,0,3,male,51.0,0,0,56.4958,S,Missing
828,1,2,male,1.0,0,2,37.0042,C,Missing
829,1,3,male,51.0,0,0,7.75,Q,Missing
830,1,1,female,62.0,0,0,80.0,,B
831,1,3,female,15.0,1,0,14.4542,C,Missing
832,1,2,male,0.83,1,1,18.75,S,Missing
833,0,3,male,51.0,0,0,7.2292,C,Missing
834,0,3,male,23.0,0,0,7.8542,S,Missing
835,0,3,male,18.0,0,0,8.3,S,Missing
836,1,1,female,39.0,1,1,83.1583,C,E
837,0,3,male,21.0,0,0,8.6625,S,Missing
838,0,3,male,51.0,0,0,8.05,S,Missing
839,1,3,male,32.0,0,0,56.4958,S,Missing
840,1,1,male,51.0,0,0,29.7,C,C
841,0,3,male,20.0,0,0,7.925,S,Missing
842,0,2,male,16.0,0,0,10.5,S,Missing
843,1,1,female,30.0,0,0,31.0,C,Missing
844,0,3,male,34.5,0,0,6.4375,C,Missing
845,0,3,male,17.0,0,0,8.6625,S,Missing
846,0,3,male,42.0,0,0,7.55,S,Missing
847,0,3,male,51.0,8,2,69.55,S,Missing
848,0,3,male,35.0,0,0,7.8958,C,Missing
849,0,2,male,28.0,0,1,33.0,S,Missing
850,1,1,female,51.0,1,0,89.1042,C,C
851,0,3,male,4.0,4,2,31.275,S,Missing
852,0,3,male,74.0,0,0,7.775,S,Missing
853,0,3,female,9.0,1,1,15.2458,C,Missing
854,1,1,female,16.0,0,1,39.4,S,D
855,0,2,female,44.0,1,0,26.0,S,Missing
856,1,3,female,18.0,0,1,9.35,S,Missing
857,1,1,female,45.0,1,1,164.8667,S,Missing
858,1,1,male,51.0,0,0,26.55,S,E
859,1,3,female,24.0,0,3,19.2583,C,Missing
860,0,3,male,51.0,0,0,7.2292,C,Missing
861,0,3,male,41.0,2,0,14.1083,S,Missing
862,0,2,male,21.0,1,0,11.5,S,Missing
863,1,1,female,48.0,0,0,25.9292,S,D
864,0,3,female,51.0,8,2,69.55,S,Missing
865,0,2,male,24.0,0,0,13.0,S,Missing
866,1,2,female,42.0,0,0,13.0,S,Missing
867,1,2,female,27.0,1,0,13.8583,C,Missing
868,0,1,male,31.0,0,0,50.4958,S,A
869,0,3,male,51.0,0,0,9.5,S,Missing
870,1,3,male,4.0,1,1,11.1333,S,Missing
871,0,3,male,26.0,0,0,7.8958,S,Missing
872,1,1,female,47.0,1,1,52.5542,S,D
873,0,1,male,33.0,0,0,5.0,S,B
874,0,3,male,47.0,0,0,9.0,S,Missing
875,1,2,female,28.0,1,0,24.0,C,Missing
876,1,3,female,15.0,0,0,7.225,C,Missing
877,0,3,male,20.0,0,0,9.8458,S,Missing
878,0,3,male,19.0,0,0,7.8958,S,Missing
879,0,3,male,51.0,0,0,7.8958,S,Missing
880,1,1,female,56.0,0,1,83.1583,C,C
881,1,2,female,25.0,0,1,26.0,S,Missing
882,0,3,male,33.0,0,0,7.8958,S,Missing
883,0,3,female,22.0,0,0,10.5167,S,Missing
884,0,2,male,28.0,0,0,10.5,S,Missing
885,0,3,male,25.0,0,0,7.05,S,Missing
886,0,3,female,39.0,0,5,29.125,Q,Missing
887,0,2,male,27.0,0,0,13.0,S,Missing
888,1,1,female,19.0,0,0,30.0,S,B
889,0,3,female,51.0,1,2,23.45,S,Missing
890,1,1,male,26.0,0,0,30.0,C,C
891,0,3,male,32.0,0,0,7.75,Q,Missing
